x,y
-5.535431032099178417e+00,1.727274891145866103e-06
-5.529397864761740777e+00,1.759793874237623534e-06
-5.523364697424303138e+00,1.792013817278616023e-06
-5.517331530086865499e+00,1.825798088303007194e-06
-5.511298362749427859e+00,1.860232443940815002e-06
-5.505265195411990220e+00,1.895328614017892003e-06
-5.499232028074551692e+00,1.931098568903459656e-06
-5.493198860737114053e+00,1.967554528325350676e-06
-5.487165693399676414e+00,2.004708968521507569e-06
-5.481132526062238775e+00,2.042574628064277530e-06
-5.475099358724801135e+00,2.081164512677749698e-06
-5.469066191387362608e+00,2.120491899334479981e-06
-5.463033024049924968e+00,2.160570339873923903e-06
-5.456999856712487329e+00,2.201413664340653590e-06
-5.450966689375049690e+00,2.243035984198125285e-06
-5.444933522037612050e+00,2.285451695535149250e-06
-5.438900354700174411e+00,2.328675482352299254e-06
-5.432867187362735883e+00,2.372722319988066820e-06
-5.426834020025298244e+00,2.417607478725646526e-06
-5.420800852687860605e+00,2.463346527605197940e-06
-5.414767685350422965e+00,2.509955338455155364e-06
-5.408734518012985326e+00,2.557450090148153345e-06
-5.402701350675547687e+00,2.605847273081432859e-06
-5.396668183338109159e+00,2.655163693877757707e-06
-5.390635016000671520e+00,2.705416480300900439e-06
-5.384601848663233881e+00,2.756623086378448916e-06
-5.378568681325796241e+00,2.808801297724078543e-06
-5.372535513988358602e+00,2.861969237051810447e-06
-5.366502346650920074e+00,2.916145369874951636e-06
-5.360469179313482435e+00,2.971348510383058616e-06
-5.354436011976044796e+00,3.027597827491039701e-06
-5.348402844638607156e+00,3.084912851055295607e-06
-5.342369677301169517e+00,3.143313478252426000e-06
-5.336336509963730990e+00,3.202819980116966901e-06
-5.330303342626293350e+00,3.264749231239330666e-06
-5.324270175288855711e+00,3.326502876029073234e-06
-5.318237007951418072e+00,3.389447136490317720e-06
-5.312203840613980432e+00,3.453582362354650608e-06
-5.306170673276542793e+00,3.518930791084828532e-06
-5.300137505939105154e+00,3.585515076206401885e-06
-5.294104338601666626e+00,3.653358294987564763e-06
-5.288071171264228987e+00,3.722483956258435438e-06
-5.282038003926791347e+00,3.792916008372362649e-06
-5.276004836589353708e+00,3.841115849828596167e-06
-5.269971669251916069e+00,3.913552842575237790e-06
-5.263938501914477541e+00,3.987372851570525840e-06
-5.257905334577039902e+00,4.062548407334866439e-06
-5.251872167239602263e+00,4.165545964447002631e-06
-5.245838999902164623e+00,4.244502378889162381e-06
-5.239805832564726984e+00,4.324792639181484175e-06
-5.233772665227288456e+00,4.406597698961816281e-06
-5.227739497889850817e+00,4.489945842111457729e-06
-5.221706330552413178e+00,4.574865880074632840e-06
-5.215673163214975538e+00,4.661387161567529304e-06
-5.209639995877537899e+00,4.749539582463694446e-06
-5.203606828540100260e+00,4.839353595859094806e-06
-5.197573661202662620e+00,4.930860222320001002e-06
-5.191540493865224093e+00,5.024091060317029257e-06
-5.185507326527786454e+00,5.119090495873146732e-06
-5.179474159190348814e+00,5.215870575060583178e-06
-5.173440991852911175e+00,5.314470514989709804e-06
-5.167407824515473536e+00,5.414927105771681733e-06
-5.161374657178035008e+00,5.517275001162963998e-06
-5.155341489840597369e+00,5.626279571206973703e-06
-5.149308322503159729e+00,5.732630632563183860e-06
-5.143275155165722090e+00,5.840693275352251462e-06
-5.137241987828284451e+00,5.946056770879468602e-06
-5.131208820490845923e+00,6.058400214913876998e-06
-5.125175653153408284e+00,6.172856893847587780e-06
-5.119142485815970645e+00,6.289467942971858978e-06
